nombre	marca	tienda	pais	alergenos	additivos	puntuacion_nova	image_url	image_small_url	calorias	energia	grasa	grasas_saturadas	colesterol	carbohidratos	azucares	fibra	proteinas	sal	sodio	calcio	hierro	puntuacion
Chickles XXL	Hacendado		España			3	https://images.openfoodfacts.org/images/products/848/000/061/4063/front_en.23.400.jpg	https://images.openfoodfacts.org/images/products/848/000/061/4063/front_en.23.200.jpg	116	485	2.4	0.5		20	0.5		2.1	0.05	0.02			0
Chickles sandía	Hacendado	Mercadona	España		en:e14xx,en:e150a,en:e160c,en:e306,en:e330,en:e451,en:e500,en:e621,en:e635	4	https://images.openfoodfacts.org/images/products/848/000/008/7287/front_es.15.400.jpg	https://images.openfoodfacts.org/images/products/848/000/008/7287/front_es.15.200.jpg	235	983	10.7	5.3		28.7	4		4.9	2.2	0.88			16
Chickles regaliz y menta	Hacendado	Mercadona	España		en:e100,en:e160c,en:e330,en:e428	4	https://images.openfoodfacts.org/images/products/848/000/065/3116/front_es.23.400.jpg	https://images.openfoodfacts.org/images/products/848/000/065/3116/front_es.23.200.jpg	400	1690	6.6	3.9		84	70	0	0.8	0	0			18
Chickles original	Hacendado	Mercadona,Noz	France,España		en:e401,en:e407,en:e412	4	https://images.openfoodfacts.org/images/products/848/000/064/5005/front_es.33.400.jpg	https://images.openfoodfacts.org/images/products/848/000/064/5005/front_es.33.200.jpg	114	484	0.9	0.8		23	15.8	1.75	2.7	0	0			0
Chickles fresa	Hacendado		España				https://images.openfoodfacts.org/images/products/848/000/021/2443/front_es.11.400.jpg	https://images.openfoodfacts.org/images/products/848/000/021/2443/front_es.11.200.jpg	81	339	24	1.6		11.6	11.6		33	0.12	0.048			-1
Leche Entera	Hacendado	Mercadona	España			1	https://images.openfoodfacts.org/images/products/848/000/034/1884/front_es.75.400.jpg	https://images.openfoodfacts.org/images/products/848/000/034/1884/front_es.75.200.jpg	583	2415	48	8		3	1.6	5.5	35	0	0		0.0085	-1
Cocktail Rumba	Hacendado, Il pastaio, Pataró	Mercadona	España	en:gluten	en:e200,en:e270,en:e471	4	https://images.openfoodfacts.org/images/products/801/505/700/3760/front_es.41.400.jpg	https://images.openfoodfacts.org/images/products/801/505/700/3760/front_es.41.200.jpg	174	739	0.4	0.2		37.6	0.2		4.5	0.87	0.348			3
Spaghetti integral	Hacendado, Il pastaio, Pataró	Mercadona	España	en:milk,es:mantequilla	en:e200,en:e270,en:e330	4	https://images.openfoodfacts.org/images/products/801/505/700/3890/front_es.33.400.jpg	https://images.openfoodfacts.org/images/products/801/505/700/3890/front_es.33.200.jpg	173	728	6.2	1		25	0.9		3.8	1.07	0.428			4
Sazonador para burritos sabor tex mex	Hacendado	Hacendado	es				https://images.openfoodfacts.org/images/products/848/000/064/1472/front_es.3.400.jpg	https://images.openfoodfacts.org/images/products/848/000/064/1472/front_es.3.200.jpg	215	900	6.4	4		39	5.1		5.3	0.4	0.16			4
Patatas estilo Tradicional	Hacendado		España				https://images.openfoodfacts.org/images/products/848/000/021/1736/front_es.3.400.jpg	https://images.openfoodfacts.org/images/products/848/000/021/1736/front_es.3.200.jpg	744	3113	82.2	52.1		0.6	0.6		0.6	0.05	0.02			18
Helado Caramelo y Nueces Pecán	Hacendado	Mercadona	España		en:e440	4	https://images.openfoodfacts.org/images/products/848/000/015/0844/front_es.37.400.jpg	https://images.openfoodfacts.org/images/products/848/000/015/0844/front_es.37.200.jpg	264	1105	0.1	0		64	63		0.3	0	0			12
SALMON AHUMADO	Hacendado	Mercadona	España		en:e202,en:e327,en:e330,en:e420,en:e420ii,en:e440,en:e955	4	https://images.openfoodfacts.org/images/products/848/000/015/0608/front_es.7.400.jpg	https://images.openfoodfacts.org/images/products/848/000/015/0608/front_es.7.200.jpg	38	147	0	0		10.4	4.7	1.6	0.5	0	0			-1
Patatas light	Hacendado		España			4	https://images.openfoodfacts.org/images/products/848/000/012/3640/front_es.15.400.jpg	https://images.openfoodfacts.org/images/products/848/000/012/3640/front_es.15.200.jpg	545	2280	32	20		58	58		5.7	0.2	0.08			26
Girasoles de quesos	Hacendado	Mercadona	España		en:e950,en:e953	4	https://images.openfoodfacts.org/images/products/848/000/065/1389/front_es.7.400.jpg	https://images.openfoodfacts.org/images/products/848/000/065/1389/front_es.7.200.jpg	238	992	0	0		97	0	0	0.7	0.05	0.02			2
Queso curado cortado	Hacendado		España				https://images.openfoodfacts.org/images/products/848/000/015/8451/front_es.3.400.jpg	https://images.openfoodfacts.org/images/products/848/000/015/8451/front_es.3.200.jpg														
QUESO SEMICURADO	hacendado		España				https://images.openfoodfacts.org/images/products/848/000/015/9939/front_es.3.400.jpg	https://images.openfoodfacts.org/images/products/848/000/015/9939/front_es.3.200.jpg	316	1322	2.8	1.9		8.7	7.8		3.8	0.14	0.056			
Lomo	Hacendado		es				https://images.openfoodfacts.org/images/products/848/000/086/0088/front_es.10.400.jpg	https://images.openfoodfacts.org/images/products/848/000/086/0088/front_es.10.200.jpg	376	1573	6	0.7		59.4	3.3		16	1.5	0.6			5
Varitas de merluza	Hacendado	Mercadona	Espagne			3	https://images.openfoodfacts.org/images/products/848/000/018/8175/front_es.54.400.jpg	https://images.openfoodfacts.org/images/products/848/000/018/8175/front_es.54.200.jpg	98	597	5.2	1		1.3	0.5		12	1.2	0.48			1
cocido madrileño	Hacendado	Mercadona	España		en:e250,en:e407,en:e451,en:e451i	4	https://images.openfoodfacts.org/images/products/848/000/059/2279/front_es.32.400.jpg	https://images.openfoodfacts.org/images/products/848/000/059/2279/front_es.32.200.jpg	76	318	0.5	0.3		1.3	1.3		16.5	1.38	0.552			1
Judías verdes redondas	hacendado		España				https://images.openfoodfacts.org/images/products/235/097/600/4747/front_es.3.400.jpg	https://images.openfoodfacts.org/images/products/235/097/600/4747/front_es.3.200.jpg	445.5	1864	37	28		1.55	1.55		24	1.68	0.672			17
Granizado horchata	Hacendado		es				https://images.openfoodfacts.org/images/products/848/000/050/9864/front_es.3.400.jpg	https://images.openfoodfacts.org/images/products/848/000/050/9864/front_es.3.200.jpg	472	1975	40	26		2	0.5		26	1.6	0.64			17
Mochi Coco	Hacendado		España				https://images.openfoodfacts.org/images/products/235/033/001/2425/front_es.4.400.jpg	https://images.openfoodfacts.org/images/products/235/033/001/2425/front_es.4.200.jpg														
Soja frutos silvestres	Hacendado		España				https://images.openfoodfacts.org/images/products/848/000/051/4042/front_es.3.400.jpg	https://images.openfoodfacts.org/images/products/848/000/051/4042/front_es.3.200.jpg	363	1519	30	18		0.2	0.2		23	1.75	0.7			16
Chickles menta suave	Hacendado		España				https://images.openfoodfacts.org/images/products/24012225/front_es.5.400.jpg	https://images.openfoodfacts.org/images/products/24012225/front_es.5.200.jpg														
Chickles hierbabuena	Hacendado		España				https://images.openfoodfacts.org/images/products/848/000/050/5330/front_es.4.400.jpg	https://images.openfoodfacts.org/images/products/848/000/050/5330/front_es.4.200.jpg	418	1749	33.9	20.7		0	0		28.2	2.26	0.904			20
Chickles menta	Hacendado		España				https://images.openfoodfacts.org/images/products/235/043/900/2648/front_es.5.400.jpg	https://images.openfoodfacts.org/images/products/235/043/900/2648/front_es.5.200.jpg	252	1054	15	9		2.2	0.4		27	1.4	0.56			12
Chickles menta fresca	Hacendado		Portugal,España	en:gluten,en:milk,es:Nata	en:e160b,en:e250,en:e301	4	https://images.openfoodfacts.org/images/products/848/000/063/6430/front_en.29.400.jpg	https://images.openfoodfacts.org/images/products/848/000/063/6430/front_en.29.200.jpg	236	987	7.7	3.3		29	5.7		12	1.5	0.6			12
Yogur natural	Hacendado	Mercadona	España		en:e100,en:e412,en:e950,en:e951,en:e965,en:e965ii	4	https://images.openfoodfacts.org/images/products/848/000/064/1274/front_es.44.400.jpg	https://images.openfoodfacts.org/images/products/848/000/064/1274/front_es.44.200.jpg	37	155	0.1	0		9.6	0.2	4.8	0.1	0.03	0.012			-5
Pan de molde 100% integral 0% azúcares añadidos	Hacendado	Mercadona,Hacendado	España	en:gluten,en:milk,en:soybeans	en:e304,en:e304i,en:e307,en:e310,en:e322,en:e420,en:e422	4	https://images.openfoodfacts.org/images/products/848/000/009/3493/front_es.35.400.jpg	https://images.openfoodfacts.org/images/products/848/000/009/3493/front_es.35.200.jpg	439	1837	16	9.6		63	28	3.2	7.2	0.18	0.072			17
Salmón Ahumado Hacendado	Hacendado	Mercadona	España		en:e100,en:e131,en:e141,en:e160,en:e171,en:e306,en:e414,en:e420,en:e422,en:e903,en:e950,en:e951,en:e953,en:e955,en:e965,en:e965ii,en:e967	4	https://images.openfoodfacts.org/images/products/848/000/065/1785/front_es.11.400.jpg	https://images.openfoodfacts.org/images/products/848/000/065/1785/front_es.11.200.jpg	172	715	0.5	0.3		69	0		0.5	0.02	0.008			
Mozzarella pizza-roma	Hacendado	Mercadona	España		en:e171,en:e306,en:e330,en:e414,en:e420,en:e422,en:e553,en:e553b,en:e903,en:e950,en:e951,en:e953,en:e965,en:e965ii	4	https://images.openfoodfacts.org/images/products/848/000/065/1778/front_es.8.400.jpg	https://images.openfoodfacts.org/images/products/848/000/065/1778/front_es.8.200.jpg	158	660	0.5	0.1		66	0		0.5	0.01	0.004			
Código de cerdo asado	Hacendado	Mercadona	España		en:e120,en:e1518,en:e160a,en:e171,en:e296,en:e306,en:e330,en:e334,en:e414,en:e420,en:e421,en:e422,en:e553,en:e553b,en:e903,en:e950,en:e951,en:e953,en:e965,en:e967	4	https://images.openfoodfacts.org/images/products/848/000/065/2133/front_es.48.400.jpg	https://images.openfoodfacts.org/images/products/848/000/065/2133/front_es.48.200.jpg	175	730	0.5	0.1		72	0.5		0.5	0.01	0.004			
Cookies 40% pepitas de chocolatw	Hacendado	Mercadona	España		en:e296,en:e306,en:e330,en:e420,en:e421,en:e422,en:e950,en:e951,en:e955,en:e965,en:e965ii,en:e967	4	https://images.openfoodfacts.org/images/products/848/000/065/0993/front_es.11.400.jpg	https://images.openfoodfacts.org/images/products/848/000/065/0993/front_es.11.200.jpg	153	640	0.5	0.4		61	0		0.5	0.08	0.032			
Leche semidesnatada	Hacendado	Mercadona	España		en:e171,en:e306,en:e414,en:e420,en:e422,en:e553,en:e553b,en:e903,en:e950,en:e951,en:e953,en:e955,en:e965	4	https://images.openfoodfacts.org/images/products/848/000/065/0566/front_es.29.400.jpg	https://images.openfoodfacts.org/images/products/848/000/065/0566/front_es.29.200.jpg	170	710	0.5	0.1		69	0.5		0.5	0.01	0.004			
Zero	Hacendado	Mercadona	España		en:e171,en:e306,en:e414,en:e420,en:e422,en:e553,en:e553b,en:e903,en:e950,en:e951,en:e953,en:e955,en:e965,en:e965ii	4	https://images.openfoodfacts.org/images/products/848/000/065/1358/front_es.9.400.jpg	https://images.openfoodfacts.org/images/products/848/000/065/1358/front_es.9.200.jpg	158	660	0.5	0.1		66	0		0.5	0.02	0.008			
Tomate frito con cebolla	Hacendado	Mercadona	España		en:e296,en:e306,en:e330,en:e420,en:e421,en:e422,en:e950,en:e951,en:e955,en:e965,en:e965ii,en:e967	4	https://images.openfoodfacts.org/images/products/848/000/065/1181/front_es.10.400.jpg	https://images.openfoodfacts.org/images/products/848/000/065/1181/front_es.10.200.jpg	151	632	0.5	0.1		62	0		0.5	0.11	0.044			
Viejo AHUMADO	Hacendado	Mercadona	España				https://images.openfoodfacts.org/images/products/848/000/010/5745/front_es.13.400.jpg	https://images.openfoodfacts.org/images/products/848/000/010/5745/front_es.13.200.jpg	63	264	3.6	2.4		4.6	4.6		3.1	0.1	0.04			2
Tierno bajo en sal	Hacendado	Mercadona	España		en:e171,en:e296,en:e306,en:e330,en:e414,en:e420,en:e422,en:e553,en:e553b,en:e903,en:e950,en:e951,en:e953,en:e955,en:e965,en:e965ii	4	https://images.openfoodfacts.org/images/products/848/000/065/1655/front_es.8.400.jpg	https://images.openfoodfacts.org/images/products/848/000/065/1655/front_es.8.200.jpg	154	640	0.5	0.1		64	0		0.5	0.02	0.008			
Edulcorante de sucralosa	Hacendado	Mercadona	España		en:e171,en:e296,en:e306,en:e330,en:e414,en:e420,en:e422,en:e553,en:e553b,en:e903,en:e950,en:e951,en:e953,en:e955,en:e965,en:e965ii	4	https://images.openfoodfacts.org/images/products/848/000/065/1648/front_es.18.400.jpg	https://images.openfoodfacts.org/images/products/848/000/065/1648/front_es.18.200.jpg	172	716	0.7	0.1		69	0		0.5	0.02	0.008			
Fructosa	Hacendado	Mercadona	España		en:e412	4	https://images.openfoodfacts.org/images/products/848/000/034/2300/front_es.34.400.jpg	https://images.openfoodfacts.org/images/products/848/000/034/2300/front_es.34.200.jpg	565	2345	40	5.1		26	4.5	8	21	1.9	0.76			4
Edulcorante de aspartamo y acesulfamo potásico	Hacendado	Mercadona	España	en:gluten		1	https://images.openfoodfacts.org/images/products/848/000/006/5070/front_es.33.400.jpg	https://images.openfoodfacts.org/images/products/848/000/006/5070/front_es.33.200.jpg	343	1452	1	0.6		65	4.3	7	13	0	0			-6
Edulcorante de stevia	Hacendado	Mercadona	España		en:e331,en:e331i	4	https://images.openfoodfacts.org/images/products/848/000/017/1474/front_es.41.400.jpg	https://images.openfoodfacts.org/images/products/848/000/017/1474/front_es.41.200.jpg	268	1130	3.3	0.5		39.6	13.4	11.6	14.2	16.1	6.44			10
Edulcorante de stevia en pastillas	Hacendado		es				https://images.openfoodfacts.org/images/products/848/000/033/3650/front_es.3.400.jpg	https://images.openfoodfacts.org/images/products/848/000/033/3650/front_es.3.200.jpg	520	2176	29.1	2		55.2	0.7		0.7	0.7	0.28			
Edulcorante líquido de stevia	Hacendado		es				https://images.openfoodfacts.org/images/products/848/000/064/0390/front_es.3.400.jpg	https://images.openfoodfacts.org/images/products/848/000/064/0390/front_es.3.200.jpg	304	1272	12.8	8.1		43.3	31.5		3.2	0.1	0.04			
Lasagna salmón y brócoli	Hacendado		España				https://images.openfoodfacts.org/images/products/235/344/501/0607/front_es.3.400.jpg	https://images.openfoodfacts.org/images/products/235/344/501/0607/front_es.3.200.jpg	182	761	10	1.5		0.5	0.5		22	2.8	1.12			
Nata ligera cocinar sin lactosa	Hacendado	Mercadona	España	en:sulphur-dioxide-and-sulphites		3	https://images.openfoodfacts.org/images/products/848/000/033/4176/front_en.78.400.jpg	https://images.openfoodfacts.org/images/products/848/000/033/4176/front_en.78.200.jpg	459	1926	19	2.5		65	1	4.3	4.8	2.3	0.92			13
Gelatina 0% arándano	Hacendado	Mercadona	Spagna,España	en:eggs,en:gluten,en:milk		4	https://images.openfoodfacts.org/images/products/848/000/006/1454/front_es.60.400.jpg	https://images.openfoodfacts.org/images/products/848/000/006/1454/front_es.60.200.jpg	225	947	5.2	2.7		34	5.4		10	1.7	0.68			12
Queso semicurado sin lactosa	hacendado		España				https://images.openfoodfacts.org/images/products/235/096/600/3828/front_es.3.400.jpg	https://images.openfoodfacts.org/images/products/235/096/600/3828/front_es.3.200.jpg	431	1803	36	25		1.8	0.6		25	1.8	0.72			
Pasas sultanas	HACENDADO		España				https://images.openfoodfacts.org/images/products/235/094/200/4467/front_es.3.400.jpg	https://images.openfoodfacts.org/images/products/235/094/200/4467/front_es.3.200.jpg	387	1619	31.6	21		2.5	0.5		23.2	1.5	0.6			
Rodajas de Atun de aleta amarilla	hacendado		España				https://images.openfoodfacts.org/images/products/235/405/300/4378/front_es.6.400.jpg	https://images.openfoodfacts.org/images/products/235/405/300/4378/front_es.6.200.jpg	199	833	5	1.9		0.5	0.5		38	3	1.2			
Salmón ahumado	hacendado		España				https://images.openfoodfacts.org/images/products/848/000/063/1602/front_es.3.400.jpg	https://images.openfoodfacts.org/images/products/848/000/063/1602/front_es.3.200.jpg	193	808	7.6	1.2		21.3	0.3		9.8	1	0.4			
Pollo asado	Hacendado	Mercadona	España				https://images.openfoodfacts.org/images/products/848/000/026/1038/front_es.25.400.jpg	https://images.openfoodfacts.org/images/products/848/000/026/1038/front_es.25.200.jpg	114	477	5.7	1.8		6.2	0.5		7.5	0.8	0.32			1
Alitas de pollo Asadas	Hacendado	Mercadona	España		en:e407,en:e472c	4	https://images.openfoodfacts.org/images/products/848/000/064/1724/front_es.23.400.jpg	https://images.openfoodfacts.org/images/products/848/000/064/1724/front_es.23.200.jpg	99	414	3.5	1.1		16	14		0.8	0.05	0.02			5
Café molido natural	Hacendado	Hacendado,Mercadona	Portugal,España	en:milk	en:e407,en:e410,en:e471	4	https://images.openfoodfacts.org/images/products/848/000/064/4916/front_es.24.400.jpg	https://images.openfoodfacts.org/images/products/848/000/064/4916/front_es.24.200.jpg	250	1052	6.3	3		45.8	35.5	0.4	2.2	0.08	0.032			12
Queso Semicurado Light	Hacendado	Mercadona	España	en:soybeans	en:e202	4	https://images.openfoodfacts.org/images/products/848/000/020/8477/front_en.55.400.jpg	https://images.openfoodfacts.org/images/products/848/000/020/8477/front_en.55.200.jpg	279	1167	1.8	0.4		10	8.8		2.2	0.13	0.052	0.12		3
Te verde con hierbabuena	Hacendado	Mercadona	España		en:e171,en:e306,en:e414,en:e420,en:e422,en:e553,en:e553b,en:e903,en:e950,en:e951,en:e953,en:e965,en:e965ii,en:e967	4	https://images.openfoodfacts.org/images/products/848/000/065/1716/front_es.19.400.jpg	https://images.openfoodfacts.org/images/products/848/000/065/1716/front_es.19.200.jpg	158	660	0.5	0.1		66	0		0.5	0.03	0.012			
Piquitos bajos en sal	Hacendado	Mercadona	España		en:e171,en:e306,en:e414,en:e420,en:e422,en:e553,en:e553b,en:e903,en:e950,en:e951,en:e953,en:e965,en:e965ii,en:e967	4	https://images.openfoodfacts.org/images/products/848/000/065/1471/front_es.9.400.jpg	https://images.openfoodfacts.org/images/products/848/000/065/1471/front_es.9.200.jpg	158	660	0.5	0.1		66	0		0.5	0.03	0.012			
